Country or Area,Time Period,Sex,Age group,Unit of measurement,Nature,Value
Dominican Republic,2011,Female,15 - 24,Percent,Modeled,1.8210885525
Dominican Republic,2011,Female,25+,Percent,Modeled,2.9808623791
Dominican Republic,2011,Male,15 - 24,Percent,Modeled,3.9891638756
Dominican Republic,2011,Male,15+,Percent,Modeled,3.5767655373
Dominican Republic,2011,Total,15 - 24,Percent,Modeled,3.2782018185
Dominican Republic,2011,Total,25+,Percent,Modeled,3.2974596024
Dominican Republic,2010,Female,25+,Percent,Modeled,2.9454557896
Dominican Republic,2010,Male,15 - 24,Percent,Modeled,4.2247920036
Dominican Republic,2010,Male,15+,Percent,Modeled,3.6413345337
Dominican Republic,2010,Total,15 - 24,Percent,Modeled,3.4682397842
Dominican Republic,2010,Total,25+,Percent,Modeled,3.2984588146
Dominican Republic,2010,Total,15+,Percent,Modeled,3.3295891285
Dominican Republic,2010,Male,25+,Percent,Modeled,3.5041286945
Dominican Republic,2010,Female,15+,Percent,Modeled,2.7817065716
Dominican Republic,2010,Female,15 - 24,Percent,Modeled,1.9878526926
Dominican Republic,2009,Total,15+,Percent,Modeled,3.2223713398
Dominican Republic,2009,Male,25+,Percent,Modeled,3.5114097595
Dominican Republic,2009,Female,15 - 24,Percent,Modeled,1.6755985022
Dominican Republic,2009,Female,15+,Percent,Modeled,2.498134613
Dominican Republic,2009,Female,25+,Percent,Modeled,2.6506149769
Dominican Republic,2009,Male,15 - 24,Percent,Modeled,3.9889853001
Dominican Republic,2009,Male,15+,Percent,Modeled,3.599650383
Dominican Republic,2009,Total,15 - 24,Percent,Modeled,3.2810955048
Dominican Republic,2009,Total,25+,Percent,Modeled,3.2099101543
Dominican Republic,2008,Female,15 - 24,Percent,Modeled,1.9701887369
Dominican Republic,2008,Female,15+,Percent,Modeled,2.762942791
Dominican Republic,2008,Female,25+,Percent,Modeled,2.9270815849
Dominican Republic,2008,Male,15+,Percent,Modeled,3.9518487453
Dominican Republic,2008,Total,15 - 24,Percent,Modeled,3.7129745483
Dominican Republic,2008,Total,25+,Percent,Modeled,3.5003085136
Dominican Republic,2008,Total,15+,Percent,Modeled,3.5401799679
Dominican Republic,2008,Male,25+,Percent,Modeled,3.8131344318
Dominican Republic,2008,Male,15 - 24,Percent,Modeled,4.5211057663
Dominican Republic,2007,Total,15+,Percent,Modeled,3.6035087109
Dominican Republic,2007,Male,25+,Percent,Modeled,3.8691430092
Dominican Republic,2007,Male,15 - 24,Percent,Modeled,4.7194423676
Dominican Republic,2007,Female,15 - 24,Percent,Modeled,2.0042073727
Dominican Republic,2007,Female,15+,Percent,Modeled,2.7650856972
Dominican Republic,2007,Female,25+,Percent,Modeled,2.9277253151
Dominican Republic,2007,Male,15+,Percent,Modeled,4.0410990715
Dominican Republic,2007,Total,15 - 24,Percent,Modeled,3.8709833622
Dominican Republic,2007,Total,25+,Percent,Modeled,3.5394284725
Dominican Republic,2006,Female,15 - 24,Percent,Modeled,2.0516455173
Dominican Republic,2006,Female,15+,Percent,Modeled,2.8703541756
Dominican Republic,2006,Female,25+,Percent,Modeled,3.0409150124
Dominican Republic,2006,Male,15 - 24,Percent,Modeled,4.8781046867
Dominican Republic,2006,Male,15+,Percent,Modeled,4.171125412
Dominican Republic,2006,Total,15 - 24,Percent,Modeled,4.0049357414
Dominican Republic,2006,Total,15+,Percent,Modeled,3.7256703377
Dominican Republic,2006,Total,25+,Percent,Modeled,3.6596853733
Dominican Republic,2006,Male,25+,Percent,Modeled,3.9934210777
Dominican Republic,2005,Female,15 - 24,Percent,Modeled,2.0731503963
Dominican Republic,2005,Female,15+,Percent,Modeled,2.9245247841
Dominican Republic,2005,Female,25+,Percent,Modeled,3.0949771404
Dominican Republic,2005,Male,15 - 24,Percent,Modeled,5.1415400505
Dominican Republic,2005,Male,15+,Percent,Modeled,4.4269766808
Dominican Republic,2005,Male,25+,Percent,Modeled,4.2452979088
Dominican Republic,2005,Total,15 - 24,Percent,Modeled,4.2530155182
Dominican Republic,2005,Total,15+,Percent,Modeled,3.929289341
Dominican Republic,2005,Total,25+,Percent,Modeled,3.852948904
Dominican Republic,2004,Female,15 - 24,Percent,Modeled,2.4984943867
Dominican Republic,2004,Female,15+,Percent,Modeled,3.4671626091
Dominican Republic,2004,Female,25+,Percent,Modeled,3.6602418423
Dominican Republic,2004,Male,15 - 24,Percent,Modeled,5.965528965
Dominican Republic,2004,Male,15+,Percent,Modeled,5.227370739
Dominican Republic,2004,Male,25+,Percent,Modeled,5.0399451256
Dominican Republic,2004,Total,15 - 24,Percent,Modeled,4.9802384377
Dominican Republic,2004,Total,15+,Percent,Modeled,4.65350914
Dominican Republic,2004,Total,25+,Percent,Modeled,4.5765395164
Dominican Republic,2003,Female,15 - 24,Percent,Modeled,2.2643620968
Dominican Republic,2003,Female,25+,Percent,Modeled,3.2792389393
Dominican Republic,2003,Male,15 - 24,Percent,Modeled,5.543030262
Dominican Republic,2003,Male,15+,Percent,Modeled,4.7685670853
Dominican Republic,2003,Male,25+,Percent,Modeled,4.5670614243
Dominican Republic,2003,Total,15 - 24,Percent,Modeled,4.5722103119
Dominican Republic,2003,Total,15+,Percent,Modeled,4.2189302444
Dominican Republic,2003,Total,25+,Percent,Modeled,4.132417202
Dominican Republic,2003,Female,15+,Percent,Modeled,3.099758625
Dominican Republic,2002,Male,15+,Percent,Modeled,4.0401926041
Dominican Republic,2002,Female,15 - 24,Percent,Modeled,2.6938159466
Dominican Republic,2002,Female,15+,Percent,Modeled,3.0091347694
Dominican Republic,2002,Female,25+,Percent,Modeled,3.1003701687
Dominican Republic,2002,Male,15 - 24,Percent,Modeled,5.3957638741
Dominican Republic,2002,Male,25+,Percent,Modeled,3.6379623413
Dominican Republic,2002,Total,15 - 24,Percent,Modeled,4.4330630302
Dominican Republic,2002,Total,15+,Percent,Modeled,3.6682090759
Dominican Republic,2002,Total,25+,Percent,Modeled,3.4433021545
Dominican Republic,2001,Male,15+,Percent,Modeled,3.844669342
Dominican Republic,2001,Female,15 - 24,Percent,Modeled,2.1865961552
Dominican Republic,2001,Female,15+,Percent,Modeled,2.5402448177
Dominican Republic,2001,Female,25+,Percent,Modeled,2.6390736103
Dominican Republic,2001,Male,15 - 24,Percent,Modeled,4.8513073921
Dominican Republic,2001,Male,25+,Percent,Modeled,3.5574429035
Dominican Republic,2001,Total,15 - 24,Percent,Modeled,3.9526143074
Dominican Republic,2001,Total,15+,Percent,Modeled,3.3999984264
Dominican Republic,2001,Total,25+,Percent,Modeled,3.243429184
Dominican Republic,2000,Female,15 - 24,Percent,Estimated,2.2974646091
Dominican Republic,2000,Female,15+,Percent,Estimated,2.6743559837
Dominican Republic,2000,Female,25+,Percent,Estimated,2.7781140804
Dominican Republic,2000,Male,15 - 24,Percent,Estimated,5.2958993912
Dominican Republic,2000,Male,25+,Percent,Estimated,4.1599349976
Dominican Republic,2000,Total,15 - 24,Percent,Estimated,4.3213033676
Dominican Republic,2000,Total,15+,Percent,Estimated,3.8407654762
Dominican Republic,2000,Total,25+,Percent,Estimated,3.7075042725
Dominican Republic,2000,Male,15+,Percent,Estimated,4.4072461128
Ecuador,2013,Male,15+,Percent,Modeled,5.4314627647
Ecuador,2013,Female,15 - 24,Percent,Modeled,3.8193087578
Ecuador,2013,Female,15+,Percent,Modeled,5.6246118546
Ecuador,2013,Female,25+,Percent,Modeled,5.9300532341
Ecuador,2013,Male,15 - 24,Percent,Modeled,5.4718356133
Ecuador,2013,Male,25+,Percent,Modeled,5.4234309196
Ecuador,2013,Total,15 - 24,Percent,Modeled,4.9022350311
Ecuador,2013,Total,15+,Percent,Modeled,5.5041265488
Ecuador,2013,Total,25+,Percent,Modeled,5.617020607
Ecuador,2012,Female,15 - 24,Percent,Modeled,4.513440609
Ecuador,2012,Female,15+,Percent,Modeled,6.7205996513
Ecuador,2012,Female,25+,Percent,Modeled,7.1026096344
Ecuador,2012,Male,15 - 24,Percent,Modeled,6.1772465706
Ecuador,2012,Male,25+,Percent,Modeled,6.1020994186
Ecuador,2012,Total,15 - 24,Percent,Modeled,5.5911855698
Ecuador,2012,Total,15+,Percent,Modeled,6.347650528
Ecuador,2012,Total,25+,Percent,Modeled,6.4927978516
Ecuador,2012,Male,15+,Percent,Modeled,6.1148276329
Ecuador,2011,Female,15 - 24,Percent,Modeled,4.4665679932
Ecuador,2011,Female,15+,Percent,Modeled,6.7335648537
Ecuador,2011,Female,25+,Percent,Modeled,7.119512558
Ecuador,2011,Male,15 - 24,Percent,Modeled,6.4287252426
Ecuador,2011,Male,15+,Percent,Modeled,6.3191947937
Ecuador,2011,Male,25+,Percent,Modeled,6.2959012985
Ecuador,2011,Total,15 - 24,Percent,Modeled,5.7709994316
Ecuador,2011,Total,15+,Percent,Modeled,6.4758462906
Ecuador,2011,Total,25+,Percent,Modeled,6.6141901016
Ecuador,2010,Female,15 - 24,Percent,Modeled,5.8003058434
Ecuador,2010,Female,15+,Percent,Modeled,7.3710598946
Ecuador,2010,Female,25+,Percent,Modeled,7.6905460358
Ecuador,2010,Male,15 - 24,Percent,Modeled,7.5002679825
Ecuador,2010,Male,15+,Percent,Modeled,6.9993743896
Ecuador,2010,Male,25+,Percent,Modeled,6.8852558136
Ecuador,2010,Total,15 - 24,Percent,Modeled,6.8915138245
Ecuador,2010,Total,15+,Percent,Modeled,7.1405506134
Ecuador,2010,Total,25+,Percent,Modeled,7.1949491501
Ecuador,2009,Female,15 - 24,Percent,Modeled,7.6825065613
Ecuador,2009,Female,15+,Percent,Modeled,9.0278329849
Ecuador,2009,Female,25+,Percent,Modeled,9.3295373917
Ecuador,2009,Male,15 - 24,Percent,Modeled,9.2591714859
Ecuador,2009,Male,15+,Percent,Modeled,8.3284635544
Ecuador,2009,Male,25+,Percent,Modeled,8.1043605804
Ecuador,2009,Total,15+,Percent,Modeled,8.5981340408
Ecuador,2009,Total,25+,Percent,Modeled,8.5806760788
Ecuador,2009,Total,15 - 24,Percent,Modeled,8.6726293564
Ecuador,2008,Total,15 - 24,Percent,Modeled,9.4019584656
Ecuador,2008,Female,15 - 24,Percent,Modeled,8.3739433289
Ecuador,2008,Female,15+,Percent,Modeled,9.3867082596
Ecuador,2008,Female,25+,Percent,Modeled,9.6289815903
Ecuador,2008,Male,15 - 24,Percent,Modeled,10.0134840012
Ecuador,2008,Male,15+,Percent,Modeled,8.6912651062
Ecuador,2008,Male,25+,Percent,Modeled,8.3529529572
Ecuador,2008,Total,15+,Percent,Modeled,8.9594841003
Ecuador,2008,Total,25+,Percent,Modeled,8.8491334915
Ecuador,2007,Female,15 - 24,Percent,Modeled,9.1039590836
Ecuador,2007,Female,15+,Percent,Modeled,10.3438434601
Ecuador,2007,Male,15 - 24,Percent,Modeled,11.1387777328
Ecuador,2007,Male,15+,Percent,Modeled,9.5253200531
Ecuador,2007,Male,25+,Percent,Modeled,9.1022462845
Ecuador,2007,Total,15+,Percent,Modeled,9.8418970108
Ecuador,2007,Total,25+,Percent,Modeled,9.7038793564
Ecuador,2007,Total,15 - 24,Percent,Modeled,10.3869905472
Ecuador,2007,Female,25+,Percent,Modeled,10.6403770447
Ecuador,2006,Female,25+,Percent,Modeled,11.3911523819
Ecuador,2006,Female,15 - 24,Percent,Modeled,10.0125083923
Ecuador,2006,Female,15+,Percent,Modeled,11.1115846634
Ecuador,2006,Male,15 - 24,Percent,Modeled,11.8906993866
Ecuador,2006,Male,15+,Percent,Modeled,9.6740226746
Ecuador,2006,Male,25+,Percent,Modeled,9.0383491516
Ecuador,2006,Total,15 - 24,Percent,Modeled,11.1873788834
Ecuador,2006,Total,15+,Percent,Modeled,10.2444858551
Ecuador,2006,Total,25+,Percent,Modeled,9.9864044189
Ecuador,2005,Female,15 - 24,Percent,Modeled,13.1075839996
Ecuador,2005,Female,15+,Percent,Modeled,14.2876710892
Ecuador,2005,Male,15+,Percent,Modeled,12.5573577881
Ecuador,2005,Male,25+,Percent,Modeled,11.901714325
Ecuador,2005,Total,15 - 24,Percent,Modeled,14.2314863205
Ecuador,2005,Total,15+,Percent,Modeled,13.2393169403
Ecuador,2005,Total,25+,Percent,Modeled,12.9725265503
Ecuador,2005,Male,15 - 24,Percent,Modeled,14.9130878448
Ecuador,2005,Female,25+,Percent,Modeled,14.5882129669
Ecuador,2004,Female,15 - 24,Percent,Modeled,15.8290300369
Ecuador,2004,Female,15+,Percent,Modeled,16.7779712677
Ecuador,2004,Female,25+,Percent,Modeled,17.030134201
Ecuador,2004,Male,15 - 24,Percent,Modeled,17.145318985
Ecuador,2004,Male,15+,Percent,Modeled,14.4292993546
Ecuador,2004,Male,25+,Percent,Modeled,13.6506767273
Ecuador,2004,Total,15 - 24,Percent,Modeled,16.6371803284
Ecuador,2004,Total,15+,Percent,Modeled,15.3692932129
Ecuador,2004,Total,25+,Percent,Modeled,15.0165510178
Ecuador,2003,Female,15 - 24,Percent,Modeled,16.1392211914
Ecuador,2003,Female,15+,Percent,Modeled,16.2556018829
Ecuador,2003,Male,15 - 24,Percent,Modeled,17.7439098358
Ecuador,2003,Male,15+,Percent,Modeled,15.055264473
Ecuador,2003,Male,25+,Percent,Modeled,14.2851858139
Ecuador,2003,Total,15 - 24,Percent,Modeled,17.1356925964
Ecuador,2003,Total,15+,Percent,Modeled,15.5169143677
Ecuador,2003,Total,25+,Percent,Modeled,15.0586099625
Ecuador,2003,Female,25+,Percent,Modeled,16.2879428864
Ecuador,2000,Total,15 - 24,Percent,Modeled,29.9616298676
Ecuador,2000,Male,25+,Percent,Modeled,25.9697265625
Ecuador,2000,Female,25+,Percent,Modeled,27.8202896118
Ecuador,2000,Female,15 - 24,Percent,Modeled,28.7773609161
Ecuador,2000,Female,15+,Percent,Modeled,28.0403194427
Ecuador,2000,Male,15 - 24,Percent,Modeled,30.6635894775
Ecuador,2000,Male,15+,Percent,Modeled,27.0466117859
Ecuador,2000,Total,15+,Percent,Modeled,27.4159374237
Ecuador,2000,Total,25+,Percent,Modeled,26.6572437286
Egypt,2008,Female,15 - 24,Percent,Estimated,12.107922554
Egypt,2008,Female,15+,Percent,Estimated,9.6532239914
Egypt,2008,Female,25+,Percent,Estimated,9.1384410858
Egypt,2008,Male,15 - 24,Percent,Estimated,13.6481170654
Egypt,2008,Male,25+,Percent,Estimated,9.6673231125
Egypt,2008,Total,15 - 24,Percent,Estimated,13.3466186523
Egypt,2008,Total,15+,Percent,Estimated,10.248793602
Egypt,2008,Total,25+,Percent,Estimated,9.5570926666
Egypt,2008,Male,15+,Percent,Estimated,10.4034156799
Egypt,2005,Male,15+,Percent,Modeled,13.7293319702
Egypt,2005,Female,15 - 24,Percent,Modeled,15.0247211456
Egypt,2005,Female,15+,Percent,Modeled,12.4765481949
Egypt,2005,Female,25+,Percent,Modeled,11.8801927567
Egypt,2005,Male,15 - 24,Percent,Modeled,17.0669326782
Egypt,2005,Male,25+,Percent,Modeled,12.9240112305
Egypt,2005,Total,15 - 24,Percent,Modeled,16.712474823
Egypt,2005,Total,15+,Percent,Modeled,13.5074243546
Egypt,2005,Total,25+,Percent,Modeled,12.7382249832
Egypt,2000,Female,15 - 24,Percent,Modeled,14.828166008
Egypt,2000,Female,15+,Percent,Modeled,12.2435083389
Egypt,2000,Female,25+,Percent,Modeled,11.5296649933
Egypt,2000,Male,15 - 24,Percent,Modeled,14.8032398224
Egypt,2000,Male,25+,Percent,Modeled,12.5267562866
Egypt,2000,Total,15 - 24,Percent,Modeled,14.8086805344
Egypt,2000,Total,15+,Percent,Modeled,12.8001289368
Egypt,2000,Total,25+,Percent,Modeled,12.3502893448
Egypt,2000,Male,15+,Percent,Modeled,12.9260864258
El Salvador,2013,Female,25+,Percent,Modeled,1.4147820473
El Salvador,2013,Female,15+,Percent,Modeled,1.6844695807
El Salvador,2013,Female,15 - 24,Percent,Modeled,3.0943973064
El Salvador,2013,Male,15 - 24,Percent,Modeled,5.3882613182
El Salvador,2013,Male,15+,Percent,Modeled,3.5010781288
El Salvador,2013,Male,25+,Percent,Modeled,2.9645371437
El Salvador,2013,Total,15 - 24,Percent,Modeled,4.5810213089
El Salvador,2013,Total,15+,Percent,Modeled,2.7233424187
El Salvador,2013,Total,25+,Percent,Modeled,2.2723760605
El Salvador,2012,Female,15 - 24,Percent,Estimated,3.3052456379
El Salvador,2012,Male,15 - 24,Percent,Estimated,5.5917663574
El Salvador,2012,Male,15+,Percent,Estimated,3.7446346283
El Salvador,2012,Male,25+,Percent,Estimated,3.2123234272
El Salvador,2012,Total,15 - 24,Percent,Estimated,4.7863411903
El Salvador,2012,Total,15+,Percent,Estimated,2.9185538292
El Salvador,2012,Total,25+,Percent,Estimated,2.4532198906
El Salvador,2012,Female,25+,Percent,Estimated,1.487143755
El Salvador,2012,Female,15+,Percent,Estimated,1.7894586325
El Salvador,2011,Male,25+,Percent,Modeled,3.7293617725
El Salvador,2011,Female,25+,Percent,Modeled,1.6994768381
El Salvador,2011,Female,15+,Percent,Modeled,2.0134699345
El Salvador,2011,Female,15 - 24,Percent,Modeled,3.6039385796
El Salvador,2011,Male,15 - 24,Percent,Modeled,6.332388401
El Salvador,2011,Male,15+,Percent,Modeled,4.3131194115
El Salvador,2011,Total,15 - 24,Percent,Modeled,5.376121521
El Salvador,2011,Total,15+,Percent,Modeled,3.3397049904
El Salvador,2011,Total,25+,Percent,Modeled,2.8333897591
El Salvador,2010,Female,15 - 24,Percent,Modeled,4.397960186
El Salvador,2010,Male,15+,Percent,Modeled,5.5777745247
El Salvador,2010,Total,15 - 24,Percent,Modeled,6.7797250748
El Salvador,2010,Total,15+,Percent,Modeled,4.290356636
El Salvador,2010,Total,25+,Percent,Modeled,3.6842503548
El Salvador,2010,Male,25+,Percent,Modeled,4.8787999153
El Salvador,2010,Male,15 - 24,Percent,Modeled,8.0396642685
El Salvador,2010,Female,25+,Percent,Modeled,2.1585493088
El Salvador,2010,Female,15+,Percent,Modeled,2.5189864635
El Salvador,2009,Male,25+,Percent,Estimated,5.1717443466
El Salvador,2009,Male,15 - 24,Percent,Estimated,8.4961500168
El Salvador,2009,Female,25+,Percent,Estimated,2.270606041
El Salvador,2009,Female,15+,Percent,Estimated,2.6586050987
El Salvador,2009,Female,15 - 24,Percent,Estimated,4.6031403542
El Salvador,2009,Male,15+,Percent,Estimated,5.9172329903
El Salvador,2009,Total,15 - 24,Percent,Estimated,7.1278514862
El Salvador,2009,Total,15+,Percent,Estimated,4.5415267944
El Salvador,2009,Total,25+,Percent,Estimated,3.8957483768
El Salvador,2008,Female,15 - 24,Percent,Modeled,5.2071127892
El Salvador,2008,Female,25+,Percent,Modeled,2.5238509178
El Salvador,2008,Male,15+,Percent,Modeled,6.9468574524
El Salvador,2008,Total,15 - 24,Percent,Modeled,8.3362436295
El Salvador,2008,Total,15+,Percent,Modeled,5.3036031723
El Salvador,2008,Total,25+,Percent,Modeled,4.5046439171
El Salvador,2008,Male,25+,Percent,Modeled,6.0135536194
El Salvador,2008,Male,15 - 24,Percent,Modeled,10.0749950409
El Salvador,2008,Female,15+,Percent,Modeled,3.0034439564
El Salvador,2007,Male,25+,Percent,Modeled,5.3644070625
El Salvador,2007,Male,15 - 24,Percent,Modeled,9.3640327454
El Salvador,2007,Female,15+,Percent,Modeled,2.6020474434
El Salvador,2007,Female,15 - 24,Percent,Modeled,4.1658778191
El Salvador,2007,Female,25+,Percent,Modeled,2.2789654732
El Salvador,2007,Male,15+,Percent,Modeled,6.290271759
El Salvador,2007,Total,15 - 24,Percent,Modeled,7.5592904091
El Salvador,2007,Total,15+,Percent,Modeled,4.7475771904
El Salvador,2007,Total,25+,Percent,Modeled,4.0168390274
El Salvador,2006,Female,15 - 24,Percent,Modeled,4.9372272491
El Salvador,2006,Male,15+,Percent,Modeled,7.3692741394
El Salvador,2006,Total,15 - 24,Percent,Modeled,8.6944141388
El Salvador,2006,Total,15+,Percent,Modeled,5.5811243057
El Salvador,2006,Total,25+,Percent,Modeled,4.7526311874
El Salvador,2006,Male,25+,Percent,Modeled,6.3314094543
El Salvador,2006,Male,15 - 24,Percent,Modeled,10.8275051117
El Salvador,2006,Female,25+,Percent,Modeled,2.6970160007
El Salvador,2006,Female,15+,Percent,Modeled,3.103764534
El Salvador,2005,Male,25+,Percent,Modeled,8.113530159
El Salvador,2005,Male,15 - 24,Percent,Modeled,13.892036438
El Salvador,2005,Female,25+,Percent,Modeled,3.4618742466
El Salvador,2005,Female,15+,Percent,Modeled,3.9334218502
El Salvador,2005,Female,15 - 24,Percent,Modeled,6.0721411705
El Salvador,2005,Male,15+,Percent,Modeled,9.4400024414
El Salvador,2005,Total,15 - 24,Percent,Modeled,11.0800790787
El Salvador,2005,Total,15+,Percent,Modeled,7.1470737457
El Salvador,2005,Total,25+,Percent,Modeled,6.1066889763
El Salvador,2004,Female,15 - 24,Percent,Modeled,6.1092844009
El Salvador,2004,Female,15+,Percent,Modeled,4.0416498184
El Salvador,2004,Male,15+,Percent,Modeled,10.1202011108
El Salvador,2004,Total,15 - 24,Percent,Modeled,11.8568563461
El Salvador,2004,Total,15+,Percent,Modeled,7.6202363968
El Salvador,2004,Total,25+,Percent,Modeled,6.4911446571
El Salvador,2004,Male,25+,Percent,Modeled,8.6510229111
El Salvador,2004,Male,15 - 24,Percent,Modeled,15.032497406
El Salvador,2004,Female,25+,Percent,Modeled,3.5813455582
El Salvador,2003,Male,25+,Percent,Estimated,12.5231428146
El Salvador,2003,Male,15 - 24,Percent,Estimated,21.0683040619
El Salvador,2003,Female,25+,Percent,Estimated,5.5632982254
El Salvador,2003,Female,15 - 24,Percent,Estimated,9.1986179352
El Salvador,2003,Female,15+,Percent,Estimated,6.2516322136
El Salvador,2003,Male,15+,Percent,Estimated,14.506313324
El Salvador,2003,Total,15 - 24,Percent,Estimated,16.6863517761
El Salvador,2003,Total,15+,Percent,Estimated,11.0584144592
El Salvador,2003,Total,25+,Percent,Estimated,9.524020195
El Salvador,2002,Female,15 - 24,Percent,Modeled,7.6309809685
El Salvador,2002,Female,15+,Percent,Modeled,5.3116965294
El Salvador,2002,Male,15+,Percent,Modeled,12.8564519882
El Salvador,2002,Total,15 - 24,Percent,Modeled,14.5187721252
El Salvador,2002,Total,15+,Percent,Modeled,9.7468118668
El Salvador,2002,Total,25+,Percent,Modeled,8.5114402771
El Salvador,2002,Male,25+,Percent,Modeled,11.2536468506
El Salvador,2002,Male,15 - 24,Percent,Modeled,18.4509849548
