"Country or Area","Year(s)","Variant","Value"
"Denmark","1985","Estimate variant","84.332"
"Denmark","1980","Estimate variant","83.718"
"Denmark","1975","Estimate variant","81.816"
"Denmark","1970","Estimate variant","79.72"
"Denmark","1965","Estimate variant","77.048"
"Denmark","1960","Estimate variant","73.678"
"Denmark","1955","Estimate variant","69.619"
"Denmark","1950","Estimate variant","67.983"
"Djibouti","2030","Constant-fertility scenario","89.19"
"Djibouti","2030","High variant","89.19"
"Djibouti","2030","Low variant","89.19"
"Djibouti","2030","Medium variant","89.19"
"Djibouti","2025","Constant-fertility scenario","88.466"
"Djibouti","2025","High variant","88.466"
"Djibouti","2025","Low variant","88.466"
"Djibouti","2025","Medium variant","88.466"
"Djibouti","2020","Constant-fertility scenario","87.69"
"Djibouti","2020","High variant","87.69"
"Djibouti","2020","Low variant","87.69"
"Djibouti","2020","Medium variant","87.69"
"Djibouti","2015","Constant-fertility scenario","86.857"
"Djibouti","2015","High variant","86.857"
"Djibouti","2015","Low variant","86.857"
"Djibouti","2015","Medium variant","86.857"
"Djibouti","2010","Constant-fertility scenario","85.963"
"Djibouti","2010","High variant","85.963"
"Djibouti","2010","Low variant","85.963"
"Djibouti","2010","Medium variant","85.963"
"Djibouti","2005","Medium variant","85.002"
"Djibouti","2000","Medium variant","83.97"
"Djibouti","1995","Estimate variant","82.86"
"Djibouti","1990","Estimate variant","80.981"
"Djibouti","1985","Estimate variant","78.167"
"Djibouti","1980","Estimate variant","74.201"
"Djibouti","1975","Estimate variant","68.861"
"Djibouti","1970","Estimate variant","62.003"
"Djibouti","1965","Estimate variant","54.63"
"Djibouti","1960","Estimate variant","49.284"
"Djibouti","1955","Estimate variant","45.434"
"Djibouti","1950","Estimate variant","41.638"
"Dominica","2030","Constant-fertility scenario","80.46"
"Dominica","2030","High variant","80.46"
"Dominica","2030","Low variant","80.46"
"Dominica","2030","Medium variant","80.46"
"Dominica","2025","Constant-fertility scenario","79.086"
"Dominica","2025","High variant","79.086"
"Dominica","2025","Low variant","79.086"
"Dominica","2025","Medium variant","79.086"
"Dominica","2020","Constant-fertility scenario","77.61"
"Dominica","2020","High variant","77.61"
"Dominica","2020","Low variant","77.61"
"Dominica","2020","Medium variant","77.61"
"Dominica","2015","Constant-fertility scenario","76.022"
"Dominica","2015","High variant","76.022"
"Dominica","2015","Low variant","76.022"
"Dominica","2015","Medium variant","76.022"
"Dominica","2010","Constant-fertility scenario","74.38"
"Dominica","2010","High variant","74.38"
"Dominica","2010","Low variant","74.38"
"Dominica","2010","Medium variant","74.38"
"Dominica","2005","Medium variant","72.702"
"Dominica","2000","Medium variant","71.015"
"Dominica","1995","Estimate variant","69.343"
"Dominica","1990","Estimate variant","67.717"
"Dominica","1985","Estimate variant","66.047"
"Dominica","1980","Estimate variant","63.411"
"Dominica","1975","Estimate variant","55.299"
"Dominica","1970","Estimate variant","46.894"
"Dominica","1965","Estimate variant","46.928"
"Dominica","1960","Estimate variant","47.379"
"Dominica","1955","Estimate variant","47.829"
"Dominica","1950","Estimate variant","48.28"
"Dominican Republic","2030","Constant-fertility scenario","78.047"
"Dominican Republic","2030","High variant","78.047"
"Dominican Republic","2030","Low variant","78.047"
"Dominican Republic","2030","Medium variant","78.047"
"Dominican Republic","2025","Constant-fertility scenario","76.493"
"Dominican Republic","2025","High variant","76.493"
"Dominican Republic","2025","Low variant","76.493"
"Dominican Republic","2025","Medium variant","76.493"
"Dominican Republic","2020","Constant-fertility scenario","74.823"
"Dominican Republic","2020","High variant","74.823"
"Dominican Republic","2020","Low variant","74.823"
"Dominican Republic","2020","Medium variant","74.823"
"Dominican Republic","2015","Constant-fertility scenario","73.03"
"Dominican Republic","2015","High variant","73.03"
"Dominican Republic","2015","Low variant","73.03"
"Dominican Republic","2015","Medium variant","73.03"
"Dominican Republic","2010","Constant-fertility scenario","70.869"
"Dominican Republic","2010","High variant","70.869"
"Dominican Republic","2010","Low variant","70.869"
"Dominican Republic","2010","Medium variant","70.869"
"Dominican Republic","2005","Medium variant","68.322"
"Dominican Republic","2000","Medium variant","65.386"
"Dominican Republic","1995","Estimate variant","62.076"
"Dominican Republic","1990","Estimate variant","58.432"
"Dominican Republic","1985","Estimate variant","54.692"
"Dominican Republic","1980","Estimate variant","50.502"
"Dominican Republic","1975","Estimate variant","45.338"
"Dominican Republic","1970","Estimate variant","40.273"
"Dominican Republic","1965","Estimate variant","35.09"
"Dominican Republic","1960","Estimate variant","30.231"
"Dominican Republic","1955","Estimate variant","26.862"
"Dominican Republic","1950","Estimate variant","23.742"
"Eastern Africa","2030","Constant-fertility scenario","41.777"
"Eastern Africa","2030","High variant","41.777"
"Eastern Africa","2030","Low variant","41.777"
"Eastern Africa","2030","Medium variant","41.777"
"Eastern Africa","2025","Constant-fertility scenario","39.031"
"Eastern Africa","2025","High variant","39.031"
"Eastern Africa","2025","Low variant","39.031"
"Eastern Africa","2025","Medium variant","39.031"
"Eastern Africa","2020","Constant-fertility scenario","36.283"
"Eastern Africa","2020","High variant","36.283"
"Eastern Africa","2020","Low variant","36.283"
"Eastern Africa","2020","Medium variant","36.283"
"Eastern Africa","2015","Constant-fertility scenario","33.429"
"Eastern Africa","2015","High variant","33.429"
"Eastern Africa","2015","Low variant","33.429"
"Eastern Africa","2015","Medium variant","33.429"
"Eastern Africa","2010","Constant-fertility scenario","30.466"
"Eastern Africa","2010","High variant","30.466"
"Eastern Africa","2010","Low variant","30.466"
"Eastern Africa","2010","Medium variant","30.466"
"Eastern Africa","2005","Medium variant","27.495"
"Eastern Africa","2000","Medium variant","24.531"
"Eastern Africa","1995","Estimate variant","21.719"
"Eastern Africa","1990","Estimate variant","18.896"
"Eastern Africa","1985","Estimate variant","16.653"
"Eastern Africa","1980","Estimate variant","14.749"
"Eastern Africa","1975","Estimate variant","12.258"
"Eastern Africa","1970","Estimate variant","10.299"
"Eastern Africa","1965","Estimate variant","8.724"
"Eastern Africa","1960","Estimate variant","7.347"
"Eastern Africa","1955","Estimate variant","6.218"
"Eastern Africa","1950","Estimate variant","5.264"
"Eastern Asia","2030","Constant-fertility scenario","62.706"
"Eastern Asia","2030","High variant","62.706"
"Eastern Asia","2030","Low variant","62.706"
"Eastern Asia","2030","Medium variant","62.706"
"Eastern Asia","2025","Constant-fertility scenario","60.188"
"Eastern Asia","2025","High variant","60.188"
"Eastern Asia","2025","Low variant","60.188"
"Eastern Asia","2025","Medium variant","60.188"
"Eastern Asia","2020","Constant-fertility scenario","57.187"
"Eastern Asia","2020","High variant","57.187"
"Eastern Asia","2020","Low variant","57.187"
"Eastern Asia","2020","Medium variant","57.187"
"Eastern Asia","2015","Constant-fertility scenario","53.746"
"Eastern Asia","2015","High variant","53.746"
"Eastern Asia","2015","Low variant","53.746"
"Eastern Asia","2015","Medium variant","53.746"
"Eastern Asia","2010","Constant-fertility scenario","49.94"
"Eastern Asia","2010","High variant","49.94"
"Eastern Asia","2010","Low variant","49.94"
"Eastern Asia","2010","Medium variant","49.94"
"Eastern Asia","2005","Medium variant","45.859"
"Eastern Asia","2000","Medium variant","41.648"
"Eastern Asia","1995","Estimate variant","37.747"
"Eastern Asia","1990","Estimate variant","34.281"
"Eastern Asia","1985","Estimate variant","30.391"
"Eastern Asia","1980","Estimate variant","27.369"
"Eastern Asia","1975","Estimate variant","25.237"
"Eastern Asia","1970","Estimate variant","24.716"
"Eastern Asia","1965","Estimate variant","24.379"
"Eastern Asia","1960","Estimate variant","22.557"
"Eastern Asia","1955","Estimate variant","20.106"
"Eastern Asia","1950","Estimate variant","18.03"
"Eastern Europe","2030","Constant-fertility scenario","75.275"
"Eastern Europe","2030","High variant","75.275"
"Eastern Europe","2030","Low variant","75.275"
"Eastern Europe","2030","Medium variant","75.275"
"Eastern Europe","2025","Constant-fertility scenario","73.545"
"Eastern Europe","2025","High variant","73.545"
"Eastern Europe","2025","Low variant","73.545"
"Eastern Europe","2025","Medium variant","73.545"
"Eastern Europe","2020","Constant-fertility scenario","71.858"
"Eastern Europe","2020","High variant","71.858"
"Eastern Europe","2020","Low variant","71.858"
"Eastern Europe","2020","Medium variant","71.858"
"Eastern Europe","2015","Constant-fertility scenario","70.43"
"Eastern Europe","2015","High variant","70.43"
"Eastern Europe","2015","Low variant","70.43"
"Eastern Europe","2015","Medium variant","70.43"
"Eastern Europe","2010","Constant-fertility scenario","69.325"
"Eastern Europe","2010","High variant","69.325"
"Eastern Europe","2010","Low variant","69.325"
"Eastern Europe","2010","Medium variant","69.325"
"Eastern Europe","2005","Medium variant","68.585"
"Eastern Europe","2000","Medium variant","68.237"
"Eastern Europe","1995","Estimate variant","68.04"
"Eastern Europe","1990","Estimate variant","67.802"
"Eastern Europe","1985","Estimate variant","66.054"
"Eastern Europe","1980","Estimate variant","63.701"
"Eastern Europe","1975","Estimate variant","60.067"
"Eastern Europe","1970","Estimate variant","55.843"
"Eastern Europe","1965","Estimate variant","51.906"
"Eastern Europe","1960","Estimate variant","47.868"
"Eastern Europe","1955","Estimate variant","43.63"
"Eastern Europe","1950","Estimate variant","39.345"
"Ecuador","2030","Constant-fertility scenario","75.061"
"Ecuador","2030","High variant","75.061"
"Ecuador","2030","Low variant","75.061"
"Ecuador","2030","Medium variant","75.061"
"Ecuador","2025","Constant-fertility scenario","73.286"
"Ecuador","2025","High variant","73.286"
"Ecuador","2025","Low variant","73.286"
"Ecuador","2025","Medium variant","73.286"
"Ecuador","2020","Constant-fertility scenario","71.382"
"Ecuador","2020","High variant","71.382"
"Ecuador","2020","Low variant","71.382"
"Ecuador","2020","Medium variant","71.382"
"Ecuador","2015","Constant-fertility scenario","69.375"
"Ecuador","2015","High variant","69.375"
"Ecuador","2015","Low variant","69.375"
"Ecuador","2015","Medium variant","69.375"
"Ecuador","2010","Constant-fertility scenario","67.289"
"Ecuador","2010","High variant","67.289"
"Ecuador","2010","Low variant","67.289"
"Ecuador","2010","Medium variant","67.289"
"Ecuador","2005","Medium variant","65.152"
"Ecuador","2000","Medium variant","63.001"
"Ecuador","1995","Estimate variant","60.267"
"Ecuador","1990","Estimate variant","55.091"
"Ecuador","1985","Estimate variant","51.217"
"Ecuador","1980","Estimate variant","46.962"
"Ecuador","1975","Estimate variant","42.365"
"Ecuador","1970","Estimate variant","39.527"
"Ecuador","1965","Estimate variant","37.192"
"Ecuador","1960","Estimate variant","34.427"
"Ecuador","1955","Estimate variant","31.26"
"Ecuador","1950","Estimate variant","28.26"
"Egypt","2030","Constant-fertility scenario","54.378"
"Egypt","2030","High variant","54.378"
"Egypt","2030","Low variant","54.378"
"Egypt","2030","Medium variant","54.378"
"Egypt","2025","Constant-fertility scenario","51.358"
"Egypt","2025","High variant","51.358"
"Egypt","2025","Low variant","51.358"
"Egypt","2025","Medium variant","51.358"
"Egypt","2020","Constant-fertility scenario","48.226"
"Egypt","2020","High variant","48.226"
"Egypt","2020","Low variant","48.226"
"Egypt","2020","Medium variant","48.226"
"Egypt","2015","Constant-fertility scenario","45.756"
"Egypt","2015","High variant","45.756"
"Egypt","2015","Low variant","45.756"
"Egypt","2015","Medium variant","45.756"
"Egypt","2010","Constant-fertility scenario","43.996"
"Egypt","2010","High variant","43.996"
"Egypt","2010","Low variant","43.996"
"Egypt","2010","Medium variant","43.996"
"Egypt","2005","Medium variant","42.966"
"Egypt","2000","Medium variant","42.676"
"Egypt","1995","Estimate variant","43.124"
"Egypt","1990","Estimate variant","43.574"
"Egypt","1985","Estimate variant","43.886"
"Egypt","1980","Estimate variant","43.836"
"Egypt","1975","Estimate variant","43.452"
"Egypt","1970","Estimate variant","42.209"
"Egypt","1965","Estimate variant","40.682"
"Egypt","1960","Estimate variant","37.864"
"Egypt","1955","Estimate variant","34.838"
"Egypt","1950","Estimate variant","31.929"
"El Salvador","2030","Constant-fertility scenario","78.741"
"El Salvador","2030","High variant","78.741"
"El Salvador","2030","Low variant","78.741"
"El Salvador","2030","Medium variant","78.741"
"El Salvador","2025","Constant-fertility scenario","77.239"
"El Salvador","2025","High variant","77.239"
"El Salvador","2025","Low variant","77.239"
"El Salvador","2025","Medium variant","77.239"
"El Salvador","2020","Constant-fertility scenario","75.625"
"El Salvador","2020","High variant","75.625"
