"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Cyprus","1995","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","661","34,35,36"
"Cyprus","1995","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","88.95","34,35,36"
"Cyprus","1994","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","116.91","34,35,36"
"Cyprus","1994","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","795","34,35,36"
"Cyprus","1994","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","909","34,35,36"
"Cyprus","1994","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","134.03","34,35,36"
"Cyprus","1994","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","82.83","34,35,36"
"Cyprus","1994","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","632","34,35,36"
"Cyprus","1993","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","764","34,35,36"
"Cyprus","1993","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","111.68","34,35,36"
"Cyprus","1993","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","129.61","34,35,36"
"Cyprus","1993","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","862","34,35,36"
"Cyprus","1993","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","590","34,35,36"
"Cyprus","1993","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","77.93","34,35,36"
"Cyprus","1992","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","687","34,35,36"
"Cyprus","1992","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","100.2","34,35,36"
"Cyprus","1992","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","117.15","34,35,36"
"Cyprus","1992","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","790","34,35,36"
"Cyprus","1992","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","538","34,35,36"
"Cyprus","1992","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","71.26","34,35,36"
"Cyprus","1991","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","90.08","34,35,36"
"Cyprus","1991","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","637","34,35,36"
"Cyprus","1991","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","730","34,35,36"
"Cyprus","1991","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","105.38","34,35,36"
"Cyprus","1991","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","64.17","34,35,36"
"Cyprus","1991","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","504","34,35,36"
"Cyprus","1990","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","585","34,35,36"
"Cyprus","1990","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","83.85","34,35,36"
"Cyprus","1990","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","98.7","34,35,36"
"Cyprus","1990","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","674","34,35,36"
"Cyprus","1990","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","458","34,35,36"
"Cyprus","1990","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","58.02","34,35,36"
"Cyprus","1989","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","76.84","34,35,36"
"Cyprus","1989","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","543","34,35,36"
"Cyprus","1989","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","625","34,35,36"
"Cyprus","1989","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","90.04","34,35,36"
"Cyprus","1989","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","53.36","34,35,36"
"Cyprus","1989","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","426","34,35,36"
"Cyprus","1988","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","517","34,35,36"
"Cyprus","1988","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","70.21","34,35,36"
"Cyprus","1988","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","82.77","34,35,36"
"Cyprus","1988","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","595","34,35,36"
"Cyprus","1988","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","405","34,35,36"
"Cyprus","1988","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","48.64","34,35,36"
"Czech Republic","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","20333","37"
"Czech Republic","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","18976",""
"Czech Republic","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","17827",""
"Czech Republic","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","17006",""
"Czech Republic","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","18035","38,39"
"Czech Republic","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","16917","39"
"Czech Republic","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","15936",""
"Czech Republic","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","14999",""
"Czech Republic","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","15866","39"
"Czech Republic","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","14793","39"
"Czech Republic","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","13996",""
"Czech Republic","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","12918",""
"Czech Republic","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","13614","39"
"Czech Republic","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","12797","39"
"Czech Republic","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","12165",""
"Czech Republic","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","11801","39"
"Czech Republic","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","11371",""
"Czech Republic","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","10503",""
"Czech Republic","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","10802","39"
"Czech Republic","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","9825","39"
"Czech Republic","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 1","9473",""
"Czech Republic","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","8307","39"
"Czech Republic","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","7004","39"
"Czech Republic","1993","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","5904","39"
"Czech Republic","1992","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","4644","39"
"Czech Republic","1991","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","3792","39"
"Czech Republic","1990","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","3286","39"
"Czech Republic","1989","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","3170","39"
"Czech Republic","1988","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","3095","39"
"Czech Republic","1987","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","3026","39"
"Czech Republic","1986","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2964","39"
"Czech Republic","1985","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2920","39"
"Dominican Republic","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","41.68",""
"Dominican Republic","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","37.66",""
"Dominican Republic","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","31.34",""
"Dominican Republic","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","31.34",""
"Dominican Republic","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","29.56",""
"Dominican Republic","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","27.5",""
"Dominican Republic","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","25.38",""
"Dominican Republic","1997","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","31.4","40"
"Dominican Republic","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","23.38",""
"Dominican Republic","1996","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","29.4","40"
"Dominican Republic","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 0","20.78",""
"Dominican Republic","1995","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","26","40"
"Dominican Republic","1994","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","25.4","40"
"Dominican Republic","1993","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","19.6","40"
"Dominican Republic","1992","Total men and women","ISIC-Rev.2","Total.","Total coverage","Earnings per hour","Official estimates","# 0","18.3","40"
