"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2005","2005",132,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2006","2006",132,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2007","2007",146,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2008","2008",176,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2009","2009",212,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2010","2010",200,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2011","2011",254,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2012","2012",311,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2014","2014",271,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2015","2015",283,,
"26415","Graduates from tertiary education, female (number)","SLE","Sierra Leone","2000","2000",2731,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","1999","1999",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2000","2000",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2001","2001",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2002","2002",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2003","2003",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2004","2004",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2007","2007",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TKL","Tokelau","2008","2008",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KWT","Kuwait","2013","2013",1936,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MAR","Morocco","2000","2000",2249,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MAR","Morocco","2001","2001",2116,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","MAR","Morocco","2006","2006",2567,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","1999","1999",870,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2000","2000",857,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2001","2001",946,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2002","2002",948,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2003","2003",999,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2004","2004",1088,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2005","2005",1194,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2006","2006",1309,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2007","2007",1289,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2008","2008",1384,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2009","2009",1481,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2010","2010",1604,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2011","2011",1552,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2013","2013",1589,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2014","2014",1664,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CHE","Switzerland","2015","2015",1727,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2004","2004",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2006","2006",217,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2011","2011",505,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2013","2013",337,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2014","2014",468,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TUN","Tunisia","2015","2015",824,,
"26375","Graduates from tertiary education, both sexes (number)","NGA","Nigeria","1999","1999",58455,,
"26415","Graduates from tertiary education, female (number)","VEN","Venezuela (Bolivarian Republic of)","2000","2000",38243,,
"26415","Graduates from tertiary education, female (number)","VEN","Venezuela (Bolivarian Republic of)","2002","2002",66018,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","1999","1999",196,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2001","2001",245,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2002","2002",267,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2003","2003",232,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2004","2004",237,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2005","2005",318,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2006","2006",340,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2007","2007",346,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2008","2008",300,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2009","2009",324,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2010","2010",307,"+","National Estimation"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2011","2011",390,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2012","2012",313,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2013","2013",342,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2014","2014",315,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KGZ","Kyrgyzstan","2015","2015",345,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","CMR","Cameroon","2006","2006",888,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","CMR","Cameroon","2008","2008",680,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","1999","1999",77567,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2000","2000",79416,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2001","2001",81603,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2002","2002",85818,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2003","2003",89341,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2004","2004",96890,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2005","2005",106684,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2006","2006",117392,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2007","2007",123321,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2008","2008",124228,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2009","2009",126931,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2010","2010",131545,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2011","2011",138772,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2012","2012",152049,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2013","2013",138295,,
"26375","Graduates from tertiary education, both sexes (number)","NLD","Netherlands","2014","2014",141270,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MMR","Myanmar","2007","2007",3065,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MMR","Myanmar","2011","2011",7783,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MMR","Myanmar","2012","2012",10738,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2000","2000",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2001","2001",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2003","2003",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2011","2011",28,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2012","2012",117,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2013","2013",209,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2014","2014",57,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","ALB","Albania","2015","2015",520,,
"26375","Graduates from tertiary education, both sexes (number)","GIB","Gibraltar","1999","1999",,"a","Category not applicable"
"26375","Graduates from tertiary education, both sexes (number)","GIB","Gibraltar","2000","2000",,"a","Category not applicable"
"26375","Graduates from tertiary education, both sexes (number)","GIB","Gibraltar","2001","2001",,"a","Category not applicable"
"26375","Graduates from tertiary education, both sexes (number)","GIB","Gibraltar","2002","2002",,"a","Category not applicable"
